valid_time;t2m
1.06.1987 00:00;296,0512695
1.07.1987 00:00;299,6755371
1.08.1987 00:00;298,2167969
1.09.1987 00:00;294,1003418
1.10.1987 00:00;285,2824707
1.11.1987 00:00;278,8347168
1.12.1987 00:00;274,3305664
1.01.1988 00:00;271,1518555
1.02.1988 00:00;272,3320312
1.03.1988 00:00;276,1040039
1.04.1988 00:00;281,9318848
1.05.1988 00:00;288,407959
1.06.1988 00:00;293,4973145
1.07.1988 00:00;299,3530273
1.08.1988 00:00;298,3913574
1.09.1988 00:00;293,7678223
1.10.1988 00:00;286,7756348
1.11.1988 00:00;276,3217773
1.12.1988 00:00;273,2297363
1.01.1989 00:00;266,005127
1.02.1989 00:00;270,7956543
1.03.1989 00:00;278,9157715
1.04.1989 00:00;286,8342285
1.05.1989 00:00;290,041748
1.06.1989 00:00;295,6850586
1.07.1989 00:00;301,4987793
1.08.1989 00:00;299,697998
1.09.1989 00:00;293,4992676
1.10.1989 00:00;285,7111816
1.11.1989 00:00;279,0913086
1.12.1989 00:00;273,3803711
1.01.1990 00:00;268,7575684
1.02.1990 00:00;272,7307129
1.03.1990 00:00;278,1477051
1.04.1990 00:00;281,7436523
1.05.1990 00:00;288,1066895
1.06.1990 00:00;295,1582031
1.07.1990 00:00;300,8825684
1.08.1990 00:00;298,657959
1.09.1990 00:00;294,0219727
1.10.1990 00:00;287,1652832
1.11.1990 00:00;280,7849121
1.12.1990 00:00;274,1486816
1.01.1991 00:00;271,0236816
1.02.1991 00:00;269,9648438
1.03.1991 00:00;277,5722656
1.04.1991 00:00;283,6760254
1.05.1991 00:00;287,4545898
1.06.1991 00:00;295,4262695
1.07.1991 00:00;300,0810547
1.08.1991 00:00;300,1479492
1.09.1991 00:00;293,7536621
1.10.1991 00:00;287,0026855
1.11.1991 00:00;280,078125
1.12.1991 00:00;271,9956055
1.01.1992 00:00;266,4975586
1.02.1992 00:00;269,0673828
1.03.1992 00:00;272,4267578
1.04.1992 00:00;280,9443359
1.05.1992 00:00;286,3852539
1.06.1992 00:00;292,0446777
1.07.1992 00:00;297,3129883
1.08.1992 00:00;298,2536621
1.09.1992 00:00;292,706543
1.10.1992 00:00;287,2160645
1.11.1992 00:00;278,0932617
1.12.1992 00:00;269,7619629
1.01.1993 00:00;269,3652344
1.02.1993 00:00;270,348877
1.03.1993 00:00;274,8544922
1.04.1993 00:00;280,9997559
1.05.1993 00:00;286,364502
1.06.1993 00:00;293,1071777
1.07.1993 00:00;299,5715332
1.08.1993 00:00;298,5905762
1.09.1993 00:00;294,2299805
1.10.1993 00:00;287,7268066
1.11.1993 00:00;277,0178223
1.12.1993 00:00;275,8483887
1.01.1994 00:00;274,595459
1.02.1994 00:00;272,713623
1.03.1994 00:00;278,0385742
1.04.1994 00:00;285,6086426
1.05.1994 00:00;288,4873047
1.06.1994 00:00;294,9523926
1.07.1994 00:00;300,5415039
1.08.1994 00:00;299,2526855
1.09.1994 00:00;294,8708496
1.10.1994 00:00;287,6677246
1.11.1994 00:00;278,5910645
1.12.1994 00:00;268,513916
1.01.1995 00:00;272,9226074
1.02.1995 00:00;274,5930176
1.03.1995 00:00;277,685791
1.04.1995 00:00;282,0915527
1.05.1995 00:00;289,7282715
1.06.1995 00:00;294,4726562
1.07.1995 00:00;298,7770996
1.08.1995 00:00;299,128418
1.09.1995 00:00;293,0947266
1.10.1995 00:00;285,4482422
1.11.1995 00:00;276,722168
1.12.1995 00:00;271,0163574
1.01.1996 00:00;271,6574707
1.02.1996 00:00;273,7009277
1.03.1996 00:00;276,3925781
1.04.1996 00:00;281,5400391
1.05.1996 00:00;290,4099121
1.06.1996 00:00;294,5771484
1.07.1996 00:00;300,751709
1.08.1996 00:00;299,3833008
1.09.1996 00:00;292,8781738
1.10.1996 00:00;285,5344238
1.11.1996 00:00;279,7529297
1.12.1996 00:00;276,4414062
1.01.1997 00:00;272,4741211
1.02.1997 00:00;269,3242188
1.03.1997 00:00;273,5202637
1.04.1997 00:00;279,7272949
1.05.1997 00:00;288,8466797
1.06.1997 00:00;294,5700684
1.07.1997 00:00;298,3803711
1.08.1997 00:00;298,1591797
1.09.1997 00:00;292,2797852
1.10.1997 00:00;286,2453613
1.11.1997 00:00;279,7753906
1.12.1997 00:00;274,0341797
1.01.1998 00:00;268,9257812
1.02.1998 00:00;271,512207
1.03.1998 00:00;275,996582
1.04.1998 00:00;283,4587402
1.05.1998 00:00;288,7255859
1.06.1998 00:00;296,3630371
1.07.1998 00:00;300,3100586
1.08.1998 00:00;300,0429688
1.09.1998 00:00;293,9912109
1.10.1998 00:00;288,0561523
1.11.1998 00:00;283,1369629
1.12.1998 00:00;276,7849121
1.01.1999 00:00;274,861084
1.02.1999 00:00;274,2651367
1.03.1999 00:00;277,6572266
1.04.1999 00:00;283,3356934
1.05.1999 00:00;290,8840332
1.06.1999 00:00;296,3276367
1.07.1999 00:00;299,9335938
1.08.1999 00:00;300,2333984
1.09.1999 00:00;293,5883789
1.10.1999 00:00;287,420166
1.11.1999 00:00;279,2858887
1.12.1999 00:00;275,4572754
1.01.2000 00:00;271,1901855
1.02.2000 00:00;271,4282227
1.03.2000 00:00;275,8032227
1.04.2000 00:00;284,3322754
1.05.2000 00:00;289,3520508
1.06.2000 00:00;295,9875488
1.07.2000 00:00;302,4597168
1.08.2000 00:00;299,8930664
1.09.2000 00:00;294,3239746
1.10.2000 00:00;286,0546875
1.11.2000 00:00;279,8447266
1.12.2000 00:00;274,3151855
1.01.2001 00:00;273,2072754
1.02.2001 00:00;274,1887207
1.03.2001 00:00;281,1452637
1.04.2001 00:00;284,1872559
1.05.2001 00:00;287,458252
1.06.2001 00:00;295,5175781
1.07.2001 00:00;300,6875
1.08.2001 00:00;299,9460449
1.09.2001 00:00;294,5710449
1.10.2001 00:00;286,9975586
1.11.2001 00:00;278,635498
1.12.2001 00:00;275,0314941
1.01.2002 00:00;270,597168
1.02.2002 00:00;275,184082
1.03.2002 00:00;279,0488281
1.04.2002 00:00;281,9624023
1.05.2002 00:00;287,8505859
1.06.2002 00:00;295,1884766
1.07.2002 00:00;299,7636719
1.08.2002 00:00;298,6799316
1.09.2002 00:00;294,4040527
1.10.2002 00:00;288,5456543
1.11.2002 00:00;281,1574707
1.12.2002 00:00;271,2226562
1.01.2003 00:00;273,3701172
1.02.2003 00:00;272,4074707
1.03.2003 00:00;275,3015137
1.04.2003 00:00;282,786377
1.05.2003 00:00;289,9521484
1.06.2003 00:00;295,2460938
1.07.2003 00:00;300,1394043
1.08.2003 00:00;300,6188965
1.09.2003 00:00;294,0366211
1.10.2003 00:00;288,4790039
1.11.2003 00:00;279,5649414
1.12.2003 00:00;273,4887695
1.01.2004 00:00;273,0307617
1.02.2004 00:00;272,7978516
1.03.2004 00:00;279,5834961
1.04.2004 00:00;282,7070312
1.05.2004 00:00;287,5471191
1.06.2004 00:00;295,2148438
1.07.2004 00:00;299,3757324
1.08.2004 00:00;299,1533203
1.09.2004 00:00;295,4414062
1.10.2004 00:00;288,559082
1.11.2004 00:00;278,9084473
1.12.2004 00:00;272,692627
1.01.2005 00:00;272,487793
1.02.2005 00:00;272,2780762
1.03.2005 00:00;277,1853027
1.04.2005 00:00;283,7543945
1.05.2005 00:00;288,7104492
1.06.2005 00:00;294,5837402
1.07.2005 00:00;301,0095215
1.08.2005 00:00;300,331543
1.09.2005 00:00;294,2216797
1.10.2005 00:00;286,8027344
1.11.2005 00:00;278,9624023
1.12.2005 00:00;276,3000488
1.01.2006 00:00;271,6716309
1.02.2006 00:00;273,9689941
1.03.2006 00:00;277,9272461
1.04.2006 00:00;284,2473145
1.05.2006 00:00;289,3510742
1.06.2006 00:00;297,604248
1.07.2006 00:00;299,9833984
1.08.2006 00:00;301,579834
1.09.2006 00:00;294,7419434
1.10.2006 00:00;287,4841309
1.11.2006 00:00;277,5771484
1.12.2006 00:00;272,4289551
1.01.2007 00:00;271,0627441
1.02.2007 00:00;273,6333008
1.03.2007 00:00;277,4599609
1.04.2007 00:00;280,4023438
1.05.2007 00:00;290,5732422
1.06.2007 00:00;295,7614746
1.07.2007 00:00;299,9084473
1.08.2007 00:00;300,1113281
1.09.2007 00:00;295,8395996
1.10.2007 00:00;288,8037109
1.11.2007 00:00;279,3688965
1.12.2007 00:00;273,3125
1.01.2008 00:00;269,9829102
1.02.2008 00:00;271,8662109
1.03.2008 00:00;281,0266113
1.04.2008 00:00;286,0466309
1.05.2008 00:00;288,1149902
1.06.2008 00:00;296,2695312
1.07.2008 00:00;300,8134766
1.08.2008 00:00;301,0905762
1.09.2008 00:00;294,7302246
1.10.2008 00:00;287,1574707
1.11.2008 00:00;280,019043
1.12.2008 00:00;273,0881348
1.01.2009 00:00;271,4768066
1.02.2009 00:00;274,7570801
1.03.2009 00:00;276,9692383
1.04.2009 00:00;282,0136719
1.05.2009 00:00;288,677002
1.06.2009 00:00;294,871582
1.07.2009 00:00;298,8327637
1.08.2009 00:00;298,3459473
1.09.2009 00:00;292,2421875
1.10.2009 00:00;288,2119141
1.11.2009 00:00;279,779541
1.12.2009 00:00;276,2087402
1.01.2010 00:00;275,7263184
1.02.2010 00:00;276,5705566
1.03.2010 00:00;281,0791016
1.04.2010 00:00;283,6013184
1.05.2010 00:00;288,8779297
1.06.2010 00:00;296,2241211
1.07.2010 00:00;301,1940918
1.08.2010 00:00;301,1899414
1.09.2010 00:00;296,8525391
1.10.2010 00:00;288,1713867
1.11.2010 00:00;282,1303711
1.12.2010 00:00;276,9746094
1.01.2011 00:00;273,0952148
1.02.2011 00:00;272,8937988
1.03.2011 00:00;277,3239746
1.04.2011 00:00;282,713623
1.05.2011 00:00;287,4902344
1.06.2011 00:00;295,0751953
1.07.2011 00:00;300,6171875
1.08.2011 00:00;300,0566406
1.09.2011 00:00;294,5109863
1.10.2011 00:00;286,0935059
1.11.2011 00:00;275,9770508
1.12.2011 00:00;274,0498047
1.01.2012 00:00;272,0686035
1.02.2012 00:00;271,1972656
1.03.2012 00:00;273,5634766
1.04.2012 00:00;284,0888672
1.05.2012 00:00;289,4658203
1.06.2012 00:00;296,9472656
1.07.2012 00:00;300,5603027
1.08.2012 00:00;300,6394043
1.09.2012 00:00;295,6533203
1.10.2012 00:00;288,657959
1.11.2012 00:00;281,8640137
1.12.2012 00:00;275,2753906
1.01.2013 00:00;272,0842285
1.02.2013 00:00;275,8532715
1.03.2013 00:00;278,623291
1.04.2013 00:00;284,2431641
1.05.2013 00:00;289,107666
1.06.2013 00:00;295,5661621
1.07.2013 00:00;300,7194824
1.08.2013 00:00;300,059082
1.09.2013 00:00;294,1555176
1.10.2013 00:00;286,1860352
1.11.2013 00:00;281,6225586
1.12.2013 00:00;269,9743652
1.01.2014 00:00;273,666748
1.02.2014 00:00;275,4243164
1.03.2014 00:00;279,880127
1.04.2014 00:00;284,7253418
1.05.2014 00:00;290,0900879
1.06.2014 00:00;295,8979492
1.07.2014 00:00;301,1442871
1.08.2014 00:00;301,4526367
1.09.2014 00:00;294,7941895
1.10.2014 00:00;286,7546387
1.11.2014 00:00;278,6882324
1.12.2014 00:00;276,6162109
1.01.2015 00:00;272,1689453
1.02.2015 00:00;274,8161621
1.03.2015 00:00;278,614502
1.04.2015 00:00;282,7895508
1.05.2015 00:00;289,357666
1.06.2015 00:00;296,1489258
1.07.2015 00:00;301,3508301
1.08.2015 00:00;300,364502
1.09.2015 00:00;296,5466309
1.10.2015 00:00;287,8049316
1.11.2015 00:00;279,9394531
1.12.2015 00:00;273,0612793
1.01.2016 00:00;270,9182129
1.02.2016 00:00;276,7780762
1.03.2016 00:00;279,3125
1.04.2016 00:00;285,3017578
1.05.2016 00:00;289,1347656
1.06.2016 00:00;295,3515625
1.07.2016 00:00;301,2382812
1.08.2016 00:00;301,5935059
1.09.2016 00:00;294,1306152
1.10.2016 00:00;288,2404785
1.11.2016 00:00;279,3735352
1.12.2016 00:00;272,3007812
1.01.2017 00:00;270,9169922
1.02.2017 00:00;271,5068359
1.03.2017 00:00;278,3625488
1.04.2017 00:00;283,4013672
1.05.2017 00:00;288,9289551
1.06.2017 00:00;295,697998
1.07.2017 00:00;301,2946777
1.08.2017 00:00;301,4475098
1.09.2017 00:00;296,8435059
1.10.2017 00:00;286,9958496
1.11.2017 00:00;280,1052246
1.12.2017 00:00;277,1811523
1.01.2018 00:00;274,5622559
1.02.2018 00:00;277,6901855
1.03.2018 00:00;282,0266113
1.04.2018 00:00;285,513916
1.05.2018 00:00;288,9973145
1.06.2018 00:00;295,5595703
1.07.2018 00:00;301,1191406
1.08.2018 00:00;300,6662598
1.09.2018 00:00;296,0319824
1.10.2018 00:00;288,8376465
1.11.2018 00:00;280,8535156
1.12.2018 00:00;276,3410645
1.01.2019 00:00;272,59375
1.02.2019 00:00;274,284668
1.03.2019 00:00;277,0151367
1.04.2019 00:00;281,5341797
1.05.2019 00:00;290,4575195
1.06.2019 00:00;298,1228027
1.07.2019 00:00;300,0581055
1.08.2019 00:00;301,1691895
1.09.2019 00:00;295,5539551
1.10.2019 00:00;289,7802734
1.11.2019 00:00;280,8769531
1.12.2019 00:00;276,7055664
1.01.2020 00:00;272,6992188
1.02.2020 00:00;273,5808105
1.03.2020 00:00;280,3234863
1.04.2020 00:00;283,373291
1.05.2020 00:00;289,3950195
1.06.2020 00:00;295,5322266
1.07.2020 00:00;300,9257812
1.08.2020 00:00;299,5153809
1.09.2020 00:00;297,7368164
1.10.2020 00:00;290,6955566
1.11.2020 00:00;281,5554199
1.12.2020 00:00;275,9990234
1.01.2021 00:00;274,3461914
1.02.2021 00:00;276,2312012
1.03.2021 00:00;278,3076172
1.04.2021 00:00;286,5664062
1.05.2021 00:00;293,5395508
1.06.2021 00:00;298,3771973
1.07.2021 00:00;302,3706055
1.08.2021 00:00;301,1542969
1.09.2021 00:00;295,4360352
1.10.2021 00:00;288,4919434
1.11.2021 00:00;282,1459961
1.12.2021 00:00;275,0947266
1.01.2022 00:00;271,5854492
1.02.2022 00:00;275,8544922
1.03.2022 00:00;274,7744141
1.04.2022 00:00;285,8029785
1.05.2022 00:00;288,2150879
1.06.2022 00:00;297,4875488
1.07.2022 00:00;301,4782715
1.08.2022 00:00;302,046875
1.09.2022 00:00;296,739502
1.10.2022 00:00;289,9350586
1.11.2022 00:00;281,3256836
1.12.2022 00:00;277,454834
1.01.2023 00:00;274,9584961
1.02.2023 00:00;272,4084473
1.03.2023 00:00;281,0393066
1.04.2023 00:00;283,3417969
1.05.2023 00:00;289,1696777
1.06.2023 00:00;296,0644531
1.07.2023 00:00;301,7141113
1.08.2023 00:00;302,4562988
1.09.2023 00:00;297,0427246
1.10.2023 00:00;287,5810547
1.11.2023 00:00;282,2678223
1.12.2023 00:00;277,7546387
1.01.2024 00:00;275,5385742
1.02.2024 00:00;275,8393555
1.03.2024 00:00;278,4257812
1.04.2024 00:00;287,5905762
1.05.2024 00:00;288,6328125
1.06.2024 00:00;298,5014648
1.07.2024 00:00;301,5144043
1.08.2024 00:00;301,6574707
1.09.2024 00:00;295,7893066
1.10.2024 00:00;287,5241699
1.11.2024 00:00;279,8291016
